,pq_#,po_/_so_#,asn/dn_#,country,fulfill_via,vendor_inco_term,sub_classification,unit_of_measure_(per_pack),line_item_quantity,line_item_value,pack_price,unit_price,first_line_designation,freight_cost_(usd),shipment_mode,line_item_insurance_(usd),days_to_process
8088,FPQ-7053,SO-40060,DN-2268,Mozambique,From RDC,N/A - From RDC,Adult,60,135900,1524798.0,11.22,0.19,No,See DN-2268 (ID#:82960),Truck,2515.92,220
8089,FPQ-6470,SO-37841,DN-2282,Zimbabwe,From RDC,N/A - From RDC,Adult,60,36997,199043.86,5.38,0.09,No,See DN-2282 (ID#:82389),Truck,429.14,302
8090,FPQ-6801,SO-38211,DN-2283,Haiti,From RDC,N/A - From RDC,Pediatric,60,180,2700.0,15.0,0.25,Yes,1128.54,Air,4.46,219
8091,FPQ-6891,SO-38571,DN-2296,Côte d'Ivoire,From RDC,N/A - From RDC,Adult,30,1571,35347.5,22.5,0.75,Yes,3545.1,Air,58.32,213
8092,FPQ-6801,SO-38213,DN-2310,Haiti,From RDC,N/A - From RDC,Adult,60,30000,256500.0,8.55,0.14,No,See DN-2310 (ID#:82968),Air,423.22,240
8093,FPQ-7085,SO-38741,DN-2322,Zambia,From RDC,N/A - From RDC,Adult,60,89037,223482.87,2.51,0.04,No,See DN-2322 (ID#:82973),Truck,368.75,207
8094,FPQ-7053,SO-38635,DN-2325,Mozambique,From RDC,N/A - From RDC,Adult,30,19242,81201.24,4.22,0.14,No,See DN-2325 (ID#:82975),Truck,133.98,262
8095,FPQ-6801,SO-38214,DN-2331,Haiti,From RDC,N/A - From RDC,Adult,30,27975,126447.0,4.52,0.15,Yes,16881.16,Air,208.64,253
8096,FPQ-7053,SO-38636,DN-2340,Mozambique,From RDC,N/A - From RDC,Pediatric,240,9400,18988.0,2.02,0.01,Yes,5678.14,Truck,31.33,310
8097,FPQ-8023,SO-40440,DN-2348,Guyana,From RDC,N/A - From RDC,Pediatric,240,385,777.7,2.02,0.01,No,See DN-2348 (ID#:82402),Air,1.28,45
8098,FPQ-6319,SO-38950,DN-2349,Zambia,From RDC,N/A - From RDC,Adult,30,13154,262027.68,19.92,0.66,Yes,3949.18,Truck,564.93,338
8099,FPQ-7812,SO-39991,DN-2350,Nigeria,From RDC,N/A - From RDC,Adult,60,267671,3003268.62,11.22,0.19,Yes,18495.9,Air Charter,4955.39,114
8100,FPQ-7085,SO-38733,DN-2357,Zambia,From RDC,N/A - From RDC,Adult,30,135158,583882.56,4.32,0.14,Yes,21454.88,Truck,963.41,235
8101,FPQ-8360,SO-40580,DN-2359,Swaziland,From RDC,N/A - From RDC,Adult,60,23861,267720.42,11.22,0.19,Yes,12314.4,Air,441.74,34
8102,FPQ-7653,SO-39741,DN-2387,Haiti,From RDC,N/A - From RDC,Adult,60,3850,5390.0,1.4,0.02,Yes,2936.8,Air,8.89,166
8103,FPQ-8417,SO-40701,DN-2391,Swaziland,From RDC,N/A - From RDC,Adult,60,45000,504900.0,11.22,0.19,Yes,20144.99,Air,833.08,34
8104,FPQ-7085,SO-38743,DN-2396,Zambia,From RDC,N/A - From RDC,Adult,60,19200,48192.0,2.51,0.04,Yes,9421.76,Truck,79.52,309
8105,FPQ-8295,SO-40770,DN-2405,Côte d'Ivoire,From RDC,N/A - From RDC,Adult,60,1512,1995.84,1.32,0.02,Yes,3274.41,Truck,3.29,67
8106,FPQ-7085,SO-38743,DN-2396,Zambia,From RDC,N/A - From RDC,Adult,60,108,271.08,2.51,0.04,No,See DN-2396 (ID#:84117),Truck,0.45,309
8107,FPQ-8295,SO-40800,DN-2422,Côte d'Ivoire,From RDC,N/A - From RDC,Adult,30,3520,22598.4,6.42,0.21,Yes,3296.34,Truck,37.29,86
8108,FPQ-8520,SO-40911,DN-2435,Uganda,From RDC,N/A - From RDC,Adult,30,10000,41200.0,4.12,0.14,Yes,39130.38,Truck,67.98,57
8109,FPQ-8297,SO-40620,DN-2443,Tanzania,From RDC,N/A - From RDC,Adult,30,23940,214741.8,8.97,0.3,Yes,Invoiced Separately,Truck,354.32,122
8110,FPQ-8297,SO-40611,DN-2444,Tanzania,From RDC,N/A - From RDC,Adult,60,6400,44928.0,7.02,0.12,Yes,2682.2,Truck,74.13,119
8111,FPQ-7675,SO-39750,DN-2445,Tanzania,From RDC,N/A - From RDC,Adult,30,80000,1593600.0,19.92,0.66,No,Freight Included in Commodity Cost,Air,2629.44,218
8112,FPQ-8301,SO-40550,DN-2446,Tanzania,From RDC,N/A - From RDC,Adult,30,20000,341600.0,17.08,0.57,Yes,Freight Included in Commodity Cost,Truck,563.64,111
8113,FPQ-8417,SO-40690,DN-2456,Swaziland,From RDC,N/A - From RDC,Adult,60,13023,33599.34,2.58,0.04,Yes,3787.65,Air,55.44,89
8114,FPQ-7053,SO-38638,DN-2458,Mozambique,From RDC,N/A - From RDC,Pediatric,240,8000,15600.0,1.95,0.01,Yes,2779.53,Truck,25.74,366
8115,FPQ-8364,SO-40662,DN-2464,Nigeria,From RDC,N/A - From RDC,Adult,30,53279,438486.17,8.23,0.27,Yes,15322.73,Air Charter,723.5,111
8116,FPQ-7767,SO-40260,DN-2486,Zambia,From RDC,N/A - From RDC,Adult,60,200000,502000.0,2.51,0.04,Yes,6476.69,Truck,828.3,178
8117,FPQ-8840,SO-41130,DN-2492,"Congo, DRC",From RDC,N/A - From RDC,Adult,60,26,67.08,2.58,0.04,No,See DN-2492 (ID#:82999),Air,0.09,85
8118,FPQ-8840,SO-41131,DN-2493,"Congo, DRC",From RDC,N/A - From RDC,Adult,60,70,180.6,2.58,0.04,No,See DN-2493 (ID#:82432),Air,0.25,85
8119,FPQ-8840,SO-41132,DN-2494,"Congo, DRC",From RDC,N/A - From RDC,Adult,60,20,292.6,14.63,0.24,No,See DN-2494 (ID#:82433),Air,0.41,85
8120,FPQ-8840,SO-41133,DN-2495,"Congo, DRC",From RDC,N/A - From RDC,Adult,60,75,619.5,8.26,0.14,No,See DN-2495 (ID#:83555),Air,0.87,85
8121,FPQ-8840,SO-41136,DN-2498,"Congo, DRC",From RDC,N/A - From RDC,Adult,60,30,330.0,11.0,0.18,No,See DN-2498 (ID#:83002),Air,0.46,85
8122,FPQ-8840,SO-41136,DN-2498,"Congo, DRC",From RDC,N/A - From RDC,Adult,60,22,56.76,2.58,0.04,No,See DN-2498 (ID#:83002),Air,0.08,85
8123,FPQ-8840,SO-41137,DN-2499,"Congo, DRC",From RDC,N/A - From RDC,Adult,60,450,3717.0,8.26,0.14,No,See DN-2499 (ID#:83004),Air,5.21,85
8124,FPQ-8840,SO-41137,DN-2499,"Congo, DRC",From RDC,N/A - From RDC,Adult,120,50,1687.0,33.74,0.28,No,See DN-2499 (ID#:83004),Air,2.37,85
8125,FPQ-8840,SO-41138,DN-2500,"Congo, DRC",From RDC,N/A - From RDC,Adult,60,274,2263.24,8.26,0.14,No,See DN-2500 (ID#:82436),Air,3.17,85
8126,FPQ-8840,SO-41146,DN-2510,"Congo, DRC",From RDC,N/A - From RDC,Pediatric,240,163,317.85,1.95,0.01,No,See DN-2510 (ID#:82442),Air,0.45,123
8127,FPQ-8157,SO-40360,DN-2518,Mozambique,From RDC,N/A - From RDC,Adult,60,100000,1122000.0,11.22,0.19,No,See DN-2518 (ID#:83009),Truck,1851.3,217
8128,FPQ-7052,SO-38520,DN-2519,Zimbabwe,From RDC,N/A - From RDC,Adult,60,9073,22773.23,2.51,0.04,Yes,4777.08,Truck,37.58,393
8129,FPQ-8840,SO-41383,DN-2524,"Congo, DRC",From RDC,N/A - From RDC,Adult,60,23,53.59,2.33,0.04,Yes,522.42,Air,0.08,122
8130,FPQ-8759,SO-41121,DN-2532,Zambia,From RDC,N/A - From RDC,Adult,30,56386,232310.32,4.12,0.14,No,See DN-2532 (ID#:82448),Truck,325.7,103
8131,FPQ-9056,SO-41300,DN-2535,Haiti,From RDC,N/A - From RDC,Pediatric,240,2808,5194.8,1.85,0.01,No,See DN-2535 (ID#:83011),Air,7.28,83
8132,FPQ-8297,SO-40630,DN-2544,Tanzania,From RDC,N/A - From RDC,Adult,30,17440,95920.0,5.5,0.18,Yes,1698.83,Truck,158.27,203
8133,FPQ-8297,SO-40630,DN-2544,Tanzania,From RDC,N/A - From RDC,Adult,60,15003,219493.89,14.63,0.24,No,See DN-2544 (ID#:84145),Truck,362.16,203
8134,FPQ-8520,SO-40910,DN-2546,Uganda,From RDC,N/A - From RDC,Adult,60,534,1377.72,2.58,0.04,Yes,2030,Truck,2.27,133
8135,FPQ-8364,SO-40665,DN-2561,Nigeria,From RDC,N/A - From RDC,Adult,30,22426,136350.08,6.08,0.2,Yes,25231.96,Air Charter,224.98,171
8136,FPQ-8303,SO-40531,DN-2572,Tanzania,From RDC,N/A - From RDC,Pediatric,240,19026,37100.7,1.95,0.01,Yes,3279.29,Truck,61.22,233
8137,FPQ-8303,SO-40691,DN-2573,Tanzania,From RDC,N/A - From RDC,Pediatric,60,163735,695873.75,4.25,0.07,Yes,3825.8,Truck,1148.19,203
8138,FPQ-8624,SO-41080,DN-2581,South Sudan,From RDC,N/A - From RDC,Adult,60,200,516.0,2.58,0.04,No,See DN-2581 (ID#:82457),Air,0.72,125
8139,FPQ-8624,SO-41080,DN-2581,South Sudan,From RDC,N/A - From RDC,Adult,60,200,466.0,2.33,0.04,No,See DN-2581 (ID#:82457),Air,0.65,125
8140,FPQ-8157,SO-40381,DN-2590,Mozambique,From RDC,N/A - From RDC,Adult,60,14125,158482.5,11.22,0.19,No,See DN-2590 (ID#:83019),Truck,261.5,294
8141,FPQ-9229,SO-41530,DN-2594,Burundi,From RDC,N/A - From RDC,Adult,60,1800,4518.0,2.51,0.04,No,See DN-2594 (ID#:83021),Air,6.33,100
8142,FPQ-9229,SO-41540,DN-2595,Burundi,From RDC,N/A - From RDC,Adult,30,5150,45062.5,8.75,0.29,No,See DN-2595 (ID#:83577),Air,63.18,75
8143,FPQ-8363,SO-40822,DN-2601,Côte d'Ivoire,From RDC,N/A - From RDC,Adult,60,75000,841500.0,11.22,0.19,Yes,22878.26,Truck,1388.48,234
8144,FPQ-8363,SO-40830,DN-2612,Côte d'Ivoire,From RDC,N/A - From RDC,Adult,60,7273,60074.98,8.26,0.14,Yes,4029.71,Truck,99.12,234
8145,FPQ-8464,SO-40860,DN-2621,Zimbabwe,From RDC,N/A - From RDC,Adult,60,7150,21092.5,2.95,0.05,No,See DN-2621 (ID#:83583),Truck,34.8,216
8146,FPQ-9442,SO-41740,DN-2619,Rwanda,From RDC,N/A - From RDC,Pediatric,240,1489,18612.5,12.5,0.05,Yes,5044.26,Air,26.09,28
8147,FPQ-8464,SO-40860,DN-2621,Zimbabwe,From RDC,N/A - From RDC,Adult,60,11574,127314.0,11.0,0.18,No,See DN-2621 (ID#:83583),Truck,210.07,216
8148,FPQ-9190,SO-41431,DN-2626,Rwanda,From RDC,N/A - From RDC,Pediatric,90,993,8579.52,8.64,0.1,Yes,1675,Air,12.03,90
8149,FPQ-8303,SO-40490,DN-2633,Tanzania,From RDC,N/A - From RDC,Pediatric,60,26300,119402.0,4.54,0.08,Yes,7865.4,Truck,197.01,284
8150,FPQ-8303,SO-40530,DN-2634,Tanzania,From RDC,N/A - From RDC,Pediatric,240,24307,47398.65,1.95,0.01,Yes,Invoiced Separately,Truck,78.21,252
8151,FPQ-8157,SO-40380,DN-2635,Mozambique,From RDC,N/A - From RDC,Pediatric,240,26807,52273.65,1.95,0.01,Yes,14700,Truck,86.25,329
8152,FPQ-9665,SO-41900,DN-2641,Libya,From RDC,N/A - From RDC,Adult,60,4166,29245.32,7.02,0.12,No,See DN-2641 (ID#:83029),Air,41.0,49
8153,FPQ-9665,SO-41900,DN-2641,Libya,From RDC,N/A - From RDC,Adult,60,8334,19418.22,2.33,0.04,No,See DN-2641 (ID#:83029),Air,27.22,49
8154,FPQ-9321,SO-41510,DN-2643,Uganda,From RDC,N/A - From RDC,Adult,60,2000,15560.0,7.78,0.13,No,See DN-2643 (ID#:82471),Truck,21.82,98
8155,FPQ-8952,SO-41254,DN-2650,Nigeria,From RDC,N/A - From RDC,Adult,60,48874,119252.56,2.44,0.04,Yes,27441.21,Air Charter,167.19,144
8156,FPQ-8464,SO-40870,DN-2656,Zimbabwe,From RDC,N/A - From RDC,Adult,60,3345,26024.1,7.78,0.13,No,See DN-2656 (ID#:83032),Truck,42.94,234
8157,FPQ-9081,SO-41280,DN-2659,Zambia,From RDC,N/A - From RDC,Adult,60,13127,32948.77,2.51,0.04,Yes,6079.27,Truck,46.19,158
8158,FPQ-9432,SO-42332,DN-2687,Nigeria,From RDC,N/A - From RDC,Adult,30,32562,127317.42,3.91,0.13,No,See DN-2687 (ID#:82480),Air Charter,178.5,94
8159,FPQ-8952,SO-41256,DN-2690,Nigeria,From RDC,N/A - From RDC,Adult,60,100000,244000.0,2.44,0.04,No,See DN-2690 (ID#:83041),Air Charter,342.09,178
8160,FPQ-8464,SO-40871,DN-2692,Zimbabwe,From RDC,N/A - From RDC,Adult,60,69037,168450.28,2.44,0.04,Yes,5530.11,Truck,277.94,257
8161,FPQ-9271,SO-41581,DN-2718,Tanzania,From RDC,N/A - From RDC,Adult,30,80,440.0,5.5,0.18,Yes,3549.9,Truck,0.62,176
8162,FPQ-10046,SO-42450,DN-2720,"Congo, DRC",From RDC,N/A - From RDC,HIV test,100,1500,120000.0,80.0,0.8,Yes,2757.4,Air,168.24,136
8163,FPQ-9355,SO-41592,DN-2722,Uganda,From RDC,N/A - From RDC,Adult,60,3262,8187.62,2.51,0.04,Yes,1095.22,Truck,11.48,130
8164,FPQ-9432,SO-41681,DN-2727,Nigeria,From RDC,N/A - From RDC,Adult,60,37844,92339.36,2.44,0.04,No,See DN-2727 (ID#:83053),Air Charter,129.46,130
8165,FPQ-8464,SO-40890,DN-2741,Zimbabwe,From RDC,N/A - From RDC,Adult,60,69037,167069.54,2.42,0.04,Yes,15299.58,Truck,275.66,293
8166,FPQ-8464,SO-40880,DN-2742,Zimbabwe,From RDC,N/A - From RDC,Adult,30,78082,418519.52,5.36,0.18,Yes,15299.59,Truck,690.56,293
8167,FPQ-9472,SO-41702,DN-2749,Zambia,From RDC,N/A - From RDC,Adult,30,200000,3008000.0,15.04,0.5,Yes,16040.39,Truck,4217.22,144
8168,FPQ-9432,SO-42805,DN-2772,Nigeria,From RDC,N/A - From RDC,Adult,30,17124,257544.96,15.04,0.5,Yes,16532.5,Air Charter,361.08,145
8169,FPQ-8464,SO-40892,DN-2802,Zimbabwe,From RDC,N/A - From RDC,Adult,60,4451,13130.45,2.95,0.05,Yes,7423.38,Truck,21.67,336
8170,FPQ-9472,SO-41711,DN-2805,Zambia,From RDC,N/A - From RDC,Adult,30,155202,591319.62,3.81,0.13,Yes,7317.48,Truck,829.03,183
8171,FPQ-9432,SO-42937,DN-2821,Nigeria,From RDC,N/A - From RDC,Adult,30,24799,132922.64,5.36,0.18,No,See DN-2821 (ID#:83069),Air,186.36,166
8172,FPQ-9552,SO-41831,DN-2836,Zambia,From RDC,N/A - From RDC,Adult,60,65599,193517.05,2.95,0.05,Yes,7317.47,Truck,271.31,162
8173,FPQ-10084,SO-42630,DN-2838,Uganda,From RDC,N/A - From RDC,Adult,60,18350,44774.0,2.44,0.04,Yes,7504,Truck,62.77,121
8174,FPQ-10084,SO-42630,DN-2838,Uganda,From RDC,N/A - From RDC,Adult,120,5000,148400.0,29.68,0.25,No,See DN-2838 (ID#:84188),Truck,208.06,121
8175,FPQ-9355,SO-41596,DN-2839,Uganda,From RDC,N/A - From RDC,Adult,30,5619,30117.84,5.36,0.18,Yes,2175.07,Truck,42.23,217
8176,FPQ-9749,SO-42380,DN-2861,Côte d'Ivoire,From RDC,N/A - From RDC,Adult,30,4292,16352.52,3.81,0.13,No,See DN-2861 (ID#:82513),Truck,22.93,165
8177,FPQ-10210,SO-42820,DN-2862,Mozambique,From RDC,N/A - From RDC,Adult,60,263,636.46,2.42,0.04,No,See DN-2862 (ID#:83083),Truck,0.89,104
8178,FPQ-9355,SO-41590,DN-2876,Uganda,From RDC,N/A - From RDC,Adult,30,8132,29600.48,3.64,0.12,Yes,3990,Truck,41.5,262
8179,FPQ-9927,SO-42280,DN-2878,Zimbabwe,From RDC,N/A - From RDC,Adult,60,74469,180214.98,2.42,0.04,Yes,8443.89,Truck,252.66,156
8180,FPQ-9774,SO-42650,DN-2883,Tanzania,From RDC,N/A - From RDC,Pediatric,60,13499,58045.7,4.3,0.07,No,See DN-2883 (ID#:83630),Truck,81.38,182
8181,FPQ-9552,SO-41830,DN-2891,Zambia,From RDC,N/A - From RDC,Adult,60,10500,30975.0,2.95,0.05,Yes,6800.6,Truck,43.43,221
8182,FPQ-10626,SO-43280,DN-2895,Côte d'Ivoire,From RDC,N/A - From RDC,Pediatric,240,5000,10500.0,2.1,0.01,No,See DN-2895 (ID#:82524),Truck,14.72,48
8183,FPQ-10556,SO-43170,DN-2897,Uganda,From RDC,N/A - From RDC,Adult,30,2445,9315.45,3.81,0.13,Yes,2159.1,Air,13.06,60
8184,FPQ-9968,SO-42681,DN-2900,Nigeria,From RDC,N/A - From RDC,Adult,60,88403,682471.16,7.72,0.13,Yes,15459.1,Air,956.82,167
8185,FPQ-9552,SO-41832,DN-2918,Zambia,From RDC,N/A - From RDC,Adult,60,2573,7590.35,2.95,0.05,Yes,1900,Truck,10.64,242
8186,FPQ-9773,SO-41990,DN-2919,Zambia,From RDC,N/A - From RDC,Adult,60,43676,105695.92,2.42,0.04,Yes,25636.2,Truck,148.19,234
8187,FPQ-9907,SO-42190,DN-2920,Zimbabwe,From RDC,N/A - From RDC,Pediatric,60,19425,36907.5,1.9,0.03,Yes,8043.57,Truck,51.74,212
8188,FPQ-10210,SO-42850,DN-2928,Mozambique,From RDC,N/A - From RDC,Adult,60,3726,8271.72,2.22,0.04,No,See DN-2928 (ID#:83637),Truck,11.6,197
8189,FPQ-10210,SO-42850,DN-2928,Mozambique,From RDC,N/A - From RDC,Adult,60,43632,336839.04,7.72,0.13,No,See DN-2928 (ID#:83637),Truck,472.25,197
8190,FPQ-10210,SO-43420,DN-2938,Mozambique,From RDC,N/A - From RDC,Adult,60,2484,23896.08,9.62,0.16,Yes,4754.19,Truck,33.5,197
8191,FPQ-9927,SO-42300,DN-2940,Zimbabwe,From RDC,N/A - From RDC,Adult,60,44665,344813.8,7.72,0.13,No,See DN-2940 (ID#:82529),Truck,483.43,210
8192,FPQ-9907,SO-42180,DN-2941,Zimbabwe,From RDC,N/A - From RDC,Pediatric,60,33978,78149.4,2.3,0.04,Yes,9751.8,Truck,109.57,210
8193,FPQ-9749,SO-42390,DN-2935,Côte d'Ivoire,From RDC,N/A - From RDC,Adult,30,74064,269592.96,3.64,0.12,No,See DN-2935 (ID#:83641),Truck,377.97,225
8194,FPQ-10633,SO-43320,DN-2967,Côte d'Ivoire,From RDC,N/A - From RDC,Adult,120,17500,539350.0,30.82,0.26,Yes,27350.2,Truck,756.17,136
8195,FPQ-10119,SO-42710,DN-2961,Rwanda,From RDC,N/A - From RDC,Adult,30,69691,373543.76,5.36,0.18,No,See DN-2961 (ID#:83098),Air,523.71,233
8196,FPQ-10633,SO-43320,DN-2967,Côte d'Ivoire,From RDC,N/A - From RDC,Adult,120,10000,267000.0,26.7,0.22,No,See DN-2967 (ID#:84209),Truck,374.33,136
8197,FPQ-10780,SO-43470,DN-2971,Uganda,From RDC,N/A - From RDC,Adult,60,4535,10974.7,2.42,0.04,Yes,4002.01,Air,15.39,114
8198,FPQ-9969,SO-42431,DN-2976,Rwanda,From RDC,N/A - From RDC,Adult,30,112007,1356404.77,12.11,0.4,Yes,20994.85,Air,1901.68,258
8199,FPQ-10328,SO-42810,DN-2977,Uganda,From RDC,N/A - From RDC,Adult,30,112873,1366892.03,12.11,0.4,Yes,111318.14,Truck,1916.38,209
8200,FPQ-11054,SO-43680,DN-2981,"Congo, DRC",From RDC,N/A - From RDC,Adult,60,123,244.77,1.99,0.03,No,See DN-2981 (ID#:82538),Air,0.3,299
8201,FPQ-10632,SO-43220,DN-2989,Zimbabwe,From RDC,N/A - From RDC,Adult,30,221799,1066853.19,4.81,0.16,Yes,47389.63,Truck,1495.73,153
8202,FPQ-10632,SO-43220,DN-2989,Zimbabwe,From RDC,N/A - From RDC,Adult,60,164433,379840.23,2.31,0.04,No,See DN-2989 (ID#:84216),Truck,532.54,153
8203,FPQ-10728,SO-43451,DN-3003,Zambia,From RDC,N/A - From RDC,Adult,30,30114,412260.66,13.69,0.46,Yes,6923.53,Truck,577.99,137
8204,FPQ-11281,SO-44410,DN-3014,Haiti,From RDC,N/A - From RDC,Adult,60,270,1269.0,4.7,0.08,No,See DN-3014 (ID#:83655),Air,1.57,-13
8205,FPQ-11096,SO-43750,DN-3017,"Congo, DRC",From RDC,N/A - From RDC,Pediatric,60,1296,2928.96,2.26,0.04,No,See DN-3017 (ID#:83108),Air,3.62,261
8206,FPQ-11096,SO-43750,DN-3017,"Congo, DRC",From RDC,N/A - From RDC,Adult,60,990,8494.2,8.58,0.14,No,See DN-3017 (ID#:83108),Air,10.51,261
8207,FPQ-11096,SO-43750,DN-3017,"Congo, DRC",From RDC,N/A - From RDC,Pediatric,60,54,248.4,4.6,0.08,No,See DN-3017 (ID#:83108),Air,0.31,261
8208,FPQ-11096,SO-43750,DN-3017,"Congo, DRC",From RDC,N/A - From RDC,Pediatric,90,228,1664.4,7.3,0.08,No,See DN-3017 (ID#:83108),Air,2.06,261
8209,FPQ-10633,SO-43321,DN-3019,Côte d'Ivoire,From RDC,N/A - From RDC,Adult,60,36240,310939.2,8.58,0.14,Yes,36857.21,Truck,435.94,170
8210,FPQ-10780,SO-43490,DN-3024,Uganda,From RDC,N/A - From RDC,Adult,60,7253,62230.74,8.58,0.14,No,See DN-3024 (ID#:83112),Air,87.25,148
8211,FPQ-10946,SO-43640,DN-3025,Uganda,From RDC,N/A - From RDC,Adult,30,32298,151800.6,4.7,0.16,No,See DN-3025 (ID#:82546),Air,187.78,126
8212,FPQ-10895,SO-43580,DN-3033,Zimbabwe,From RDC,N/A - From RDC,Adult,30,20160,244137.6,12.11,0.4,No,See DN-3033 (ID#:83658),Truck,302.0,140
8213,FPQ-10895,SO-43580,DN-3033,Zimbabwe,From RDC,N/A - From RDC,Adult,60,4800,34896.0,7.27,0.12,No,See DN-3033 (ID#:83658),Truck,43.17,140
8214,FPQ-11143,SO-43950,DN-3040,Uganda,From RDC,N/A - From RDC,Adult,60,42717,366511.86,8.58,0.14,Yes,25118.88,Truck,453.38,84
8215,FPQ-11281,SO-44400,DN-3015,Haiti,From RDC,N/A - From RDC,Adult,60,216,285.12,1.32,0.02,No,See DN-3015 (ID#:82554),Air,0.35,57
8216,FPQ-10633,SO-43340,DN-3046,Côte d'Ivoire,From RDC,N/A - From RDC,Adult,120,8476,209865.76,24.76,0.21,No,See DN-3046 (ID#:83119),Truck,294.23,178
8217,FPQ-10632,SO-43212,DN-3048,Zimbabwe,From RDC,N/A - From RDC,Adult,30,49467,232494.9,4.7,0.16,Yes,49580.17,Truck,325.96,193
8218,FPQ-11553,SO-44472,DN-3052,Zambia,From RDC,N/A - From RDC,Adult,60,25991,58739.66,2.26,0.04,Yes,12315.5,Truck,72.66,46
8219,FPQ-11546,SO-44530,DN-3059,Guyana,From RDC,N/A - From RDC,Pediatric,240,225,416.25,1.85,0.01,No,See DN-3059 (ID#:82560),Truck,0.51,46
8220,FPQ-11714,SO-44600,DN-3064,Zimbabwe,From RDC,N/A - From RDC,Adult,120,2390,56762.5,23.75,0.2,Yes,5623.52,Air,70.22,52
8221,FPQ-11143,SO-43941,DN-3069,Uganda,From RDC,N/A - From RDC,Adult,30,7051,98431.96,13.96,0.47,No,See DN-3069 (ID#:83124),Air,121.76,133
8222,FPQ-10728,SO-43450,DN-3095,Zambia,From RDC,N/A - From RDC,Adult,30,225035,3080729.15,13.69,0.46,Yes,33770.41,Truck,4319.18,192
8223,FPQ-10633,SO-43330,DN-3075,Côte d'Ivoire,From RDC,N/A - From RDC,Adult,60,38722,332234.76,8.58,0.14,No,See DN-3075 (ID#:83129),Truck,465.79,200
8224,FPQ-11393,SO-44381,DN-3101,Tanzania,From RDC,N/A - From RDC,Pediatric,60,11606,26693.8,2.3,0.04,No,See DN-3101 (ID#:83672),Truck,33.02,135
8225,FPQ-11882,SO-44820,DN-3109,Mozambique,From RDC,N/A - From RDC,Adult,30,1800,7272.0,4.04,0.13,Yes,832.5,Air,9.0,107
8226,FPQ-11661,SO-44670,DN-3118,Burundi,From RDC,N/A - From RDC,Adult,120,240,5942.4,24.76,0.21,No,See DN-3118 (ID#:82569),Air,7.35,92
8227,FPQ-11969,SO-44910,DN-3116,Zambia,From RDC,N/A - From RDC,Adult,30,69811,423752.77,6.07,0.2,Yes,50626.6,Air,524.18,48
8228,FPQ-11272,SO-44100,DN-3126,South Sudan,From RDC,N/A - From RDC,Adult,60,1466,9910.16,6.76,0.11,Yes,2089,Air,12.26,121
8229,FPQ-11969,SO-44910,DN-3116,Zambia,From RDC,N/A - From RDC,Adult,30,20537,124659.59,6.07,0.2,No,See DN-3116 (ID#:84248),Air,154.2,48
8230,FPQ-11661,SO-44660,DN-3129,Burundi,From RDC,N/A - From RDC,Adult,30,1080,6555.6,6.07,0.2,No,See DN-3129 (ID#:83135),Air,8.11,78
8231,FPQ-11022,SO-43843,DN-3130,Nigeria,From RDC,N/A - From RDC,Adult,120,7677,167205.06,21.78,0.18,Yes,14547.55,Air Charter,206.83,169
8232,FPQ-11002,SO-43710,DN-3131,Zimbabwe,From RDC,N/A - From RDC,Adult,30,2014,9465.8,4.7,0.16,No,See DN-3131 (ID#:83136),Truck,11.71,164
8233,FPQ-11033,SO-43820,DN-3133,Mozambique,From RDC,N/A - From RDC,Adult,30,34200,113886.0,3.33,0.11,Yes,5496.08,Truck,140.88,256
8234,FPQ-11884,SO-44862,DN-3136,Mozambique,From RDC,N/A - From RDC,Adult,60,2600,5174.0,1.99,0.03,Yes,1815.67,Truck,6.4,163
8235,FPQ-11033,SO-43790,DN-3102,Mozambique,From RDC,N/A - From RDC,Pediatric,240,13603,28566.3,2.1,0.01,No,See DN-3102 (ID#:82573),Truck,35.34,262
8236,FPQ-11033,SO-43790,DN-3102,Mozambique,From RDC,N/A - From RDC,Adult,60,25400,217932.0,8.58,0.14,No,See DN-3102 (ID#:82573),Truck,269.58,262
8237,FPQ-11002,SO-43721,DN-3145,Zimbabwe,From RDC,N/A - From RDC,Adult,30,40534,190509.8,4.7,0.16,Yes,9708.48,Truck,235.66,164
8238,FPQ-11022,SO-43842,DN-3148,Nigeria,From RDC,N/A - From RDC,Adult,60,14344,32417.44,2.26,0.04,No,See DN-3148 (ID#:82574),Air Charter,40.1,172
8239,FPQ-12015,SO-44981,DN-3155,Tanzania,From RDC,N/A - From RDC,Pediatric,60,12917,29709.1,2.3,0.04,Yes,3592.8,Truck,36.75,42
8240,FPQ-11022,SO-43849,DN-3171,Nigeria,From RDC,N/A - From RDC,Adult,60,41222,288554.0,7.0,0.12,No,See DN-3171 (ID#:83685),Air Charter,356.94,176
8241,FPQ-11771,SO-44752,DN-3174,Nigeria,From RDC,N/A - From RDC,Pediatric,60,763,3509.8,4.6,0.08,Yes,20666.07,Air Charter,4.34,71
8242,FPQ-10211,SO-42861,DN-3180,Mozambique,From RDC,N/A - From RDC,Adult,30,66956,704377.12,10.52,0.35,Yes,13649.6,Truck,987.54,377
8243,FPQ-11033,SO-43770,DN-3182,Mozambique,From RDC,N/A - From RDC,Adult,30,8531,40095.7,4.7,0.16,No,Freight Included in Commodity Cost,Truck,49.6,256
